timestamp,equity,cash,positions_value,unrealized_pnl,realized_pnl
2026-01-15 01:54:00,99984.97809906429,84988.0,14996.978099064283,-3.021900935716801,0.0
2026-01-15 01:55:00,99974.82016162586,84988.0,14986.820161625867,-13.17983837413367,0.0
2026-01-15 02:07:00,99955.75048003177,84956.41055998743,14999.339920044342,4.915314219859138,-13.17983837413367
2026-01-15 02:08:00,99958.60338120772,84956.41055998743,15002.192821220293,7.768215395808777,-13.17983837413367
2026-01-15 02:09:00,99953.29981152026,84956.41055998743,14996.88925153283,2.4646457083461604,-13.17983837413367
2026-01-15 02:10:00,99948.75566952743,84956.41055998743,14992.34510954,-2.0794962844841423,-13.17983837413367
2026-01-15 02:11:00,99938.16561339308,84956.41055998743,14981.755053405646,-12.669552418836993,-13.17983837413367
2026-01-15 02:12:00,99934.68529138148,84956.41055998743,14978.274731394049,-16.14987443043512,-13.17983837413367
2026-01-15 02:13:00,99932.18492617011,84956.41055998743,14975.77436618268,-18.65023964180243,-13.17983837413367
2026-01-15 02:32:00,99904.93524754721,84920.18323615879,14984.752011388418,-3.2786346131534287,-31.8300780159361
2026-01-15 02:33:00,99901.46420844184,84920.18323615879,14981.280972283057,-6.749673718515899,-31.8300780159361
2026-01-15 02:34:00,99872.94800071797,84920.18323615879,14952.764764559175,-35.26588144239737,-31.8300780159361
2026-01-15 02:48:00,99858.66899104524,84869.8546022757,14988.814388769555,9.666520433609517,-67.09595945833347
2026-01-15 02:49:00,99862.19952138567,84869.8546022757,14992.344919109979,13.19705077403288,-67.09595945833347
2026-01-15 02:50:00,99865.78144453652,84869.8546022757,14995.926842260826,16.77897392487944,-67.09595945833347
2026-01-15 02:51:00,99855.74427292468,84869.8546022757,14985.889670648994,6.741802313048898,-67.09595945833347
2026-01-15 02:52:00,99857.55392279482,84869.8546022757,14987.69932051912,8.551452183173787,-67.09595945833347
2026-01-15 02:53:00,99850.93982382888,84869.8546022757,14981.085221553187,1.9373532172408499,-67.09595945833347
2026-01-15 02:54:00,99850.56761529276,84869.8546022757,14980.713013017077,1.5651446811312326,-67.09595945833347
2026-01-15 02:55:00,99853.02668340372,84869.8546022757,14983.172081128027,4.0242127920809825,-67.09595945833347
2026-01-15 02:56:00,99856.97770037489,84869.8546022757,14987.123098099199,7.97522976325318,-67.09595945833347
2026-01-15 02:59:00,99838.59738171956,84856.25840305173,14982.338978667825,5.590778383362251,-59.120729695080286
2026-01-15 03:00:00,99838.79177596098,84856.25840305173,14982.533372909249,5.7851726247865445,-59.120729695080286
2026-01-15 03:01:00,99840.90989561554,84856.25840305173,14984.651492563808,7.903292279344931,-59.120729695080286
2026-01-15 03:02:00,99837.11687517687,84856.25840305173,14980.858472125137,4.110271840674192,-59.120729695080286
2026-01-15 03:03:00,99834.77325820226,84856.25840305173,14978.514855150526,1.7666548660640768,-59.120729695080286
2026-01-15 03:04:00,99832.50273346242,84856.25840305173,14976.244330410691,-0.5038698737725854,-59.120729695080286
2026-01-15 03:05:00,99841.91608020915,84856.25840305173,14985.65767715742,8.909476872957258,-59.120729695080286
2026-01-15 03:06:00,99829.57593376354,84856.25840305173,14973.317530711805,-3.430669572657846,-59.120729695080286
2026-01-15 03:07:00,99818.54833723602,84856.25840305173,14962.28993418429,-14.458266100173491,-59.120729695080286
2026-01-15 03:17:00,99787.48268260085,84823.61494007474,14963.867742526118,-7.119033267183932,-73.57899579525377
2026-01-15 03:18:00,99766.29955873775,84823.61494007474,14942.68461866302,-28.302157130282396,-73.57899579525377
2026-01-15 03:19:00,99764.62970039994,84823.61494007474,14941.0147603252,-29.972015468100953,-73.57899579525377
2026-01-15 03:20:00,99767.93679658712,84823.61494007474,14944.321856512377,-26.664919280924547,-73.57899579525377
2026-01-15 03:21:00,99765.25259639385,84823.61494007474,14941.63765631912,-29.34911947418061,-73.57899579525377
2026-01-15 03:22:00,99771.94756331107,84823.61494007474,14948.33262323633,-22.654152556972292,-73.57899579525377
2026-01-15 03:23:00,99768.1496064404,84823.61494007474,14944.534666365662,-26.45210942764049,-73.57899579525377
2026-01-15 03:24:00,99770.00897428261,84823.61494007474,14946.394034207866,-24.592741585436762,-73.57899579525377
2026-01-15 03:25:00,99761.60376175615,84823.61494007474,14937.988821681412,-32.99795411188913,-73.57899579525377
2026-01-15 04:02:00,99750.18527777001,84775.23540668949,14974.949871080515,12.50186547569641,-106.5769499071429
2026-01-15 04:03:00,99754.03356425044,84775.23540668949,14978.798157560941,16.350151956122854,-106.5769499071429
2026-01-15 04:04:00,99755.96472137852,84775.23540668949,14980.729314689028,18.28130908421021,-106.5769499071429
2026-01-15 04:05:00,99752.06811700384,84775.23540668949,14976.832710314357,14.3847047095382,-106.5769499071429
2026-01-15 04:06:00,99743.45194541058,84775.23540668949,14968.216538721083,5.7685331162636295,-106.5769499071429
2026-01-15 04:07:00,99746.42115794407,84775.23540668949,14971.185751254583,8.737745649764156,-106.5769499071429
2026-01-15 04:08:00,99745.24750070642,84775.23540668949,14970.01209401693,7.5640884121131275,-106.5769499071429
2026-01-15 04:09:00,99749.10669767909,84775.23540668949,14973.871290989606,11.423285384787471,-106.5769499071429
2026-01-15 04:10:00,99753.126434752,84775.23540668949,14977.891028062517,15.44302245769812,-106.5769499071429
2026-01-15 04:11:00,99756.59285400371,84775.23540668949,14981.357447314225,18.909441709407158,-106.5769499071429
2026-01-15 04:12:00,99749.19865754234,84775.23540668949,14973.963250852848,11.515245248029187,-106.5769499071429
2026-01-15 04:13:00,99748.27905890992,84775.23540668949,14973.043652220425,10.595646615607498,-106.5769499071429
2026-01-15 04:14:00,99749.77691363155,84775.23540668949,14974.54150694205,12.09350133723151,-106.5769499071429
2026-01-15 04:15:00,99748.27905890992,84775.23540668949,14973.043652220425,10.595646615607498,-106.5769499071429
2026-01-15 04:16:00,99750.18371912825,84775.23540668949,14974.948312438766,12.50030683394736,-106.5769499071429
2026-01-15 04:17:00,99741.53169877474,84775.23540668949,14966.296292085242,3.848286480424173,-106.5769499071429
2026-01-15 04:23:00,99727.06789308379,84758.15731544049,14968.910577643295,9.476778382137063,-102.72866342671873
2026-01-15 04:24:00,99747.80729055434,84758.15731544049,14989.64997511385,30.216175852691496,-102.72866342671873
2026-01-15 04:25:00,99736.19777035312,84758.15731544049,14978.040454912623,18.60665565146391,-102.72866342671873
2026-01-15 04:26:00,99734.60015850177,84758.15731544049,14976.44284306127,17.00904380011086,-102.72866342671873
2026-01-15 04:27:00,99737.77360365927,84758.15731544049,14979.61628821878,20.182488957620713,-102.72866342671873
2026-01-15 04:28:00,99726.1827507825,84758.15731544049,14968.02543534201,8.591636080850613,-102.72866342671873
2026-01-15 04:29:00,99729.97999569892,84758.15731544049,14971.822680258421,12.3888809972625,-102.72866342671873
2026-01-15 04:30:00,99719.84208290896,84758.15731544049,14961.684767468472,2.25096820731296,-102.72866342671873
2026-01-15 04:31:00,99736.35333139024,84758.15731544049,14978.196015949756,18.76221668859679,-102.72866342671873
2026-01-15 04:32:00,99735.12595480727,84758.15731544049,14976.968639366778,17.534840105618454,-102.72866342671873
2026-01-15 04:33:00,99735.36707441483,84758.15731544049,14977.209758974333,17.775959713174874,-102.72866342671873
2026-01-15 04:34:00,99732.31185564553,84758.15731544049,14974.154540205045,14.720740943885193,-102.72866342671873
2026-01-15 04:35:00,99731.26026303452,84758.15731544049,14973.102947594027,13.669148332867737,-102.72866342671873
2026-01-15 04:36:00,99729.48842282157,84758.15731544049,14971.331107381084,11.89730811992432,-102.72866342671873
2026-01-15 04:37:00,99727.32923562617,84758.15731544049,14969.171920185678,9.738120924519215,-102.72866342671873
2026-01-15 04:38:00,99734.96728254939,84758.15731544049,14976.809967108904,17.376167847744547,-102.72866342671873
2026-01-15 04:39:00,99733.21566527127,84758.15731544049,14975.058349830786,15.624550569626866,-102.72866342671873
2026-01-15 04:40:00,99730.24756068278,84758.15731544049,14972.09024524229,12.656445981131236,-102.72866342671873
2026-01-15 04:41:00,99730.90558386986,84758.15731544049,14972.748268429365,13.314469168204951,-102.72866342671873
2026-01-15 04:42:00,99730.24911629315,84758.15731544049,14972.091800852662,12.658001591504014,-102.72866342671873
2026-01-15 04:43:00,99734.96572693902,84758.15731544049,14976.80841149853,17.37461223737177,-102.72866342671873
2026-01-15 04:44:00,99728.66394932476,84758.15731544049,14970.506633884279,11.0728346231196,-102.72866342671873
2026-01-15 05:00:00,99701.57680346954,84747.21840990974,14954.358393559793,-3.1447380428556215,-91.65582880359912
2026-01-15 05:01:00,99721.4566715979,84746.33958044753,14975.117091150365,16.735832587082477,-91.65582880359912
2026-01-15 05:02:00,99723.80643359799,84746.33958044753,14977.466853150452,19.08559458716871,-91.65582880359912
2026-01-15 05:03:00,99710.21104923,84746.33958044753,14963.871468782474,5.490210219190882,-91.65582880359912
2026-01-15 05:04:00,99715.3112596783,84746.33958044753,14968.971679230777,10.590420667494522,-91.65582880359912
2026-01-15 05:05:00,99718.49190249137,84746.33958044753,14972.152322043847,13.771063480564028,-91.65582880359912
2026-01-15 05:06:00,99713.79082544296,84746.33958044753,14967.451244995427,9.069986432143809,-91.65582880359912
2026-01-15 05:07:00,99713.79082544296,84746.33958044753,14967.451244995427,9.069986432143809,-91.65582880359912
2026-01-15 05:08:00,99708.85679115725,84746.33958044753,14962.51721070972,4.13595214643818,-91.65582880359912
2026-01-15 05:09:00,99711.2438263153,84746.33958044753,14964.904245867774,6.522987304490892,-91.65582880359912
2026-01-15 05:10:00,99714.21791371131,84746.33958044753,14967.878333263783,9.497074700500395,-91.65582880359912
2026-01-15 05:11:00,99707.25559841297,84746.33958044753,14960.916017965446,2.534759402163487,-91.65582880359912
2026-01-15 05:12:00,99704.68064441685,84746.33958044753,14958.341063969317,-0.04019459396485588,-91.65582880359912
2026-01-15 05:13:00,99704.66666698261,84746.33958044753,14958.327086535082,-0.05417202820143812,-91.65582880359912
2026-01-15 05:14:00,99697.21358843772,84746.33958044753,14950.874007990196,-7.507250573086821,-91.65582880359912
2026-01-15 05:39:00,99672.35668842508,84720.50272549991,14951.853962925165,-0.9339704595339205,-99.16307937668594
2026-01-15 05:40:00,99667.2788058436,84720.50272549991,14946.776080343681,-6.011853041015768,-99.16307937668594
2026-01-15 05:41:00,99675.264768755,84717.18433237463,14958.08043638038,1.9767624628234481,-99.16307937668594
2026-01-15 05:42:00,99678.80285021359,84717.18433237463,14961.618517838959,5.514843921401998,-99.16307937668594
2026-01-15 05:43:00,99681.25933396311,84717.18433237463,14964.07500158849,7.971327670932589,-99.16307937668594
2026-01-15 05:44:00,99681.88005000848,84717.18433237463,14964.695717633855,8.592043716297168,-99.16307937668594
2026-01-15 05:45:00,99686.25144275796,84717.18433237463,14969.067110383334,12.963436465776942,-99.16307937668594
2026-01-15 05:46:00,99681.28105902471,84717.18433237463,14964.096726650077,7.993052732520259,-99.16307937668594
2026-01-15 05:47:00,99684.66396147195,84717.18433237463,14967.479629097315,11.375955179757664,-99.16307937668594
2026-01-15 05:48:00,99692.17617741096,84717.18433237463,14974.991845036338,18.88817111878076,-99.16307937668594
2026-01-15 05:49:00,99692.13738265813,84717.18433237463,14974.953050283502,18.849376365945478,-99.16307937668594
2026-01-15 05:50:00,99684.51188604083,84717.18433237463,14967.327553666199,11.223879748641718,-99.16307937668594
2026-01-15 05:51:00,99681.69228340476,84717.18433237463,14964.507951030131,8.40427711257339,-99.16307937668594
2026-01-15 05:52:00,99683.34649166565,84717.18433237463,14966.162159291027,10.058485373470534,-99.16307937668594
2026-01-15 05:53:00,99683.99358814294,84717.18433237463,14966.80925576832,10.705581850762837,-99.16307937668594
2026-01-15 05:54:00,99680.888456126,84717.18433237463,14963.704123751384,7.600449833827344,-99.16307937668594
2026-01-15 05:55:00,99675.65426807347,84717.18433237463,14958.469935698846,2.3662617812889084,-99.16307937668594
2026-01-15 05:56:00,99677.89194941701,84717.18433237463,14960.707617042388,4.603943124830201,-99.16307937668594
2026-01-15 05:57:00,99680.19790952554,84717.18433237463,14963.013577150916,6.909903233359702,-99.16307937668594
2026-01-15 05:58:00,99678.95182206447,84717.18433237463,14961.767489689844,5.663815772288233,-99.16307937668594
2026-01-15 05:59:00,99681.05139408792,84717.18433237463,14963.867061713292,7.763387795735998,-99.16307937668594
2026-01-15 06:06:00,99648.92295262104,84706.75796573672,14942.164986884321,-8.197058181460681,-91.39969158094995
2026-01-15 06:07:00,99648.23690980088,84701.58037096307,14946.656538837813,-8.87896223680354,-91.39969158094995
2026-01-15 06:08:00,99643.30860321909,84701.58037096307,14941.728232256017,-13.807268818598704,-91.39969158094995
2026-01-15 06:09:00,99642.2547514972,84701.58037096307,14940.674380534123,-14.861120540492363,-91.39969158094995
2026-01-15 06:10:00,99642.93975511643,84701.58037096307,14941.359384153355,-14.176116921262048,-91.39969158094995
2026-01-15 06:17:00,99621.21692953256,84674.38294906763,14946.83398046493,2.1859803235644413,-105.575808502212
2026-01-15 06:18:00,99620.95684122211,84674.38294906763,14946.573892154478,1.9258920131130102,-105.575808502212
2026-01-15 06:19:00,99624.78540307775,84674.38294906763,14950.402454010127,5.754453868761562,-105.575808502212
2026-01-15 06:20:00,99620.73855281869,84674.38294906763,14946.355603751063,1.7076036096969682,-105.575808502212
2026-01-15 06:21:00,99613.36164329901,84674.38294906763,14938.97869423138,-5.669305909984268,-105.575808502212
2026-01-15 06:22:00,99615.18690590629,84674.38294906763,14940.803956838665,-3.8440433027001975,-105.575808502212
2026-01-15 06:23:00,99625.43562385389,84674.38294906763,14951.052674786257,6.404674644892392,-105.575808502212
2026-01-15 06:24:00,99621.65660262879,84674.38294906763,14947.27365356117,2.625653419805052,-105.575808502212
2026-01-15 06:25:00,99621.99719446391,84674.38294906763,14947.614245396286,2.9662452549209863,-105.575808502212
2026-01-15 06:26:00,99615.15594301219,84674.38294906763,14940.772993944563,-3.8750061968012366,-105.575808502212
2026-01-15 06:27:00,99617.6887077497,84674.38294906763,14943.305758682065,-1.3422414592993015,-105.575808502212
2026-01-15 06:28:00,99617.4471971757,84674.38294906763,14943.064248108072,-1.5837520332928123,-105.575808502212
2026-01-15 06:29:00,99614.1511970986,84674.38294906763,14939.76824803097,-4.879752110395383,-105.575808502212
2026-01-15 06:30:00,99614.41902613257,84674.38294906763,14940.036077064948,-4.61192307641813,-105.575808502212
2026-01-15 06:31:00,99603.687287037,84674.38294906763,14929.304337969372,-15.343662171993234,-105.575808502212
2026-01-15 06:48:00,99572.24394663403,84641.0312577704,14931.212688863627,-7.548887671366582,-120.91947067420523
2026-01-15 06:49:00,99579.91383990309,84641.0312577704,14938.882582132685,0.12100559769126024,-120.91947067420523
2026-01-15 06:50:00,99582.08728660009,84641.0312577704,14941.05602882968,2.2944522946867116,-120.91947067420523
2026-01-15 06:51:00,99578.08634510718,84641.0312577704,14937.055087336781,-1.7064891982126271,-120.91947067420523
2026-01-15 06:52:00,99577.51544690269,84641.0312577704,14936.484189132289,-2.277387402704495,-120.91947067420523
2026-01-15 06:53:00,99576.77998364496,84640.88801536497,14935.89196827999,-3.0127361581207066,-120.91947067420523
2026-01-15 06:54:00,99584.60043317245,84640.88801536497,14943.712417807492,4.807713369381973,-120.91947067420523
2026-01-15 06:55:00,99581.36272673248,84640.88801536497,14940.474711367518,1.570006929408813,-120.91947067420523
2026-01-15 06:56:00,99582.62554083989,84640.88801536497,14941.737525474915,2.832821036805418,-120.91947067420523
