initial_capital,current_value,cash,positions_value,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,total_fees,num_trades,num_positions
100000,99229.07319449633,99229.07319449633,0,-54.248056184273054,0,-54.248056184273054,-0.7709268055036663,716.6787493193618,69,0
