initial_capital,current_value,cash,positions_value,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,total_fees,num_trades,num_positions
100000,99313.17431350594,81350.08384186256,17963.09047164337,-89.3317009048624,101.83423059623414,12.502529691371734,-0.6868256864940631,699.3282161854498,41,1
