timestamp,equity,cash,positions_value,unrealized_pnl,realized_pnl
2026-01-15 01:54:00,99978.37371887713,81982.0,17996.373718877137,-3.6262811228601612,0.0
2026-01-15 01:55:00,99966.18419395103,81982.0,17984.184193951038,-15.815806048960402,0.0
2026-01-15 01:56:00,99960.52383945798,81982.0,17978.523839457976,-21.476160542022257,0.0
2026-01-15 01:57:00,99963.25147405064,81982.0,17981.25147405065,-18.74852594935033,0.0
2026-01-15 01:58:00,99960.71028064682,81982.0,17978.710280646814,-21.289719353186232,0.0
2026-01-15 01:59:00,99963.37825405906,81982.0,17981.378254059055,-18.621745940943136,0.0
2026-01-15 02:00:00,99964.25079882282,81982.0,17982.25079882281,-17.74920117718912,0.0
2026-01-15 02:01:00,99967.68504552117,81982.0,17985.685045521168,-14.31495447882985,0.0
2026-01-15 02:02:00,99963.18994845834,81982.0,17981.189948458334,-18.810051541666542,0.0
2026-01-15 02:03:00,99969.73403418648,81982.0,17987.734034186476,-12.265965813523662,0.0
2026-01-15 02:04:00,99967.68504552117,81982.0,17985.685045521168,-14.31495447882985,0.0
2026-01-15 02:05:00,99967.56385874843,81982.0,17985.563858748425,-14.436141251574895,0.0
2026-01-15 02:06:00,99982.8949177064,81982.0,18000.894917706413,0.8949177064134669,0.0
2026-01-15 02:07:00,99988.79578133307,81982.0,18006.795781333072,6.795781333072601,0.0
2026-01-15 02:08:00,99992.220705972,81982.0,18010.220705971988,10.22070597198953,0.0
2026-01-15 02:09:00,99985.85373937324,81982.0,18003.85373937324,3.85373937324033,0.0
2026-01-15 02:10:00,99980.3984701879,81982.0,17998.398470187898,-1.6015298121008112,0.0
2026-01-15 02:11:00,99967.68504552117,81982.0,17985.685045521168,-14.31495447882985,0.0
2026-01-15 02:12:00,99963.50689847936,81982.0,17981.506898479354,-18.493101520645844,0.0
2026-01-15 02:13:00,99960.5051953391,81982.0,17978.505195339094,-21.494804660906944,0.0
2026-01-15 02:14:00,99951.74059505192,81982.0,17969.740595051913,-30.259404948087546,0.0
2026-01-15 02:15:00,99957.63027220724,81982.0,17975.63027220724,-24.369727792758137,0.0
2026-01-15 02:16:00,99973.19997588694,81982.0,17991.19997588694,-8.80002411305988,0.0
2026-01-15 02:17:00,99977.47880117073,81982.0,17995.478801170724,-4.521198829273628,0.0
2026-01-15 02:59:00,99948.20724277271,81948.783617345,17999.423625427702,6.71662740118891,-4.521198829273628
2026-01-15 03:00:00,99948.44078336385,81948.783617345,17999.657166018846,6.950167992329017,-4.521198829273628
2026-01-15 03:01:00,99950.98544164491,81948.783617345,18002.201824299907,9.494826273390744,-4.521198829273628
2026-01-15 03:02:00,99946.42859763058,81948.783617345,17997.64498028558,4.937982259065101,-4.521198829273628
2026-01-15 03:03:00,99943.6130322638,81948.783617345,17994.829414918797,2.122416892281394,-4.521198829273628
2026-01-15 03:04:00,99940.88527815929,81948.783617345,17992.101660814278,-0.605337212236134,-4.521198829273628
2026-01-15 03:05:00,99952.19424774466,81948.783617345,18003.41063039965,10.703632373132152,-4.521198829273628
2026-01-15 03:06:00,99937.36909101908,81948.783617345,17988.585473674073,-4.121524352442878,-4.521198829273628
2026-01-15 03:07:00,99924.12080036488,81948.783617345,17975.337183019878,-17.369815006636756,-4.521198829273628
2026-01-15 03:17:00,99879.61099474801,81905.05617362575,17974.55482112227,-8.551362250465134,-21.891013835910385
2026-01-15 03:18:00,99854.16588739266,81905.05617362575,17949.109713766917,-33.996469605818525,-21.891013835910385
2026-01-15 03:19:00,99852.16005836817,81905.05617362575,17947.103884742424,-36.002298630311145,-21.891013835910385
2026-01-15 03:20:00,99856.13253278041,81905.05617362575,17951.07635915465,-32.029824218084634,-21.891013835910385
2026-01-15 03:21:00,99852.9082792415,81905.05617362575,17947.852105615744,-35.25407775698976,-21.891013835910385
2026-01-15 03:22:00,99860.95025421411,81905.05617362575,17955.89408058836,-27.21210278437176,-21.891013835910385
2026-01-15 03:23:00,99856.38815936306,81905.05617362575,17951.331985737306,-31.774197635429232,-21.891013835910385
2026-01-15 03:24:00,99858.62162665823,81905.05617362575,17953.565453032483,-29.540730340249794,-21.891013835910385
2026-01-15 03:25:00,99848.52530958704,81905.05617362575,17943.469135961295,-39.637047411440186,-21.891013835910385
2026-01-15 04:02:00,99827.62674584382,81843.10760443861,17984.519141405202,15.01441012401277,-61.52806124735057
2026-01-15 04:03:00,99832.24843623108,81843.10760443861,17989.14083179246,19.636100511270566,-61.52806124735057
2026-01-15 04:04:00,99834.56770491872,81843.10760443861,17991.46010048011,21.955369198922085,-61.52806124735057
2026-01-15 04:05:00,99829.88798601709,81843.10760443861,17986.780381578475,17.275650297284418,-61.52806124735057
2026-01-15 04:06:00,99819.5401915818,81843.10760443861,17976.432587143176,6.927855861983423,-61.52806124735057
2026-01-15 04:07:00,99823.10613738484,81843.10760443861,17979.99853294622,10.49380166503187,-61.52806124735057
2026-01-15 04:08:00,99821.69660605167,81843.10760443861,17978.58900161305,9.084270331858823,-61.52806124735057
2026-01-15 04:09:00,99826.33139965184,81843.10760443861,17983.22379521323,13.71906393203979,-61.52806124735057
2026-01-15 04:10:00,99831.15899767078,81843.10760443861,17988.05139323216,18.54666195096801,-61.52806124735057
2026-01-15 04:11:00,99835.32207560567,81843.10760443861,17992.214471167055,22.709739885865858,-61.52806124735057
